ContrastName	TestAnnotation
GSM1126440.ch1-vs-GSM1126440.ch2	STRAIN.H37Rv:1
GSM1126440.ch1-vs-GSM1126440.ch2	OD650:0.3
GSM1126440.ch1-vs-GSM1126440.ch2	FIDAXOMICIN:1uM
GSM1126443.ch1-vs-GSM1126443.ch2	MEDIUM.7H9:1
GSM1126443.ch1-vs-GSM1126443.ch2	GROWTH.EXPONENTIAL:1
GSM1126443.ch1-vs-GSM1126443.ch2	STRAIN.H37Rv:1
GSM1126443.ch1-vs-GSM1126443.ch2	OD650:0.3
GSM1126443.ch1-vs-GSM1126443.ch2	CYCLOMARIN:0.625uM
GSM1126442.ch1-vs-GSM1126442.ch2	MEDIUM.7H9:1
GSM1126442.ch1-vs-GSM1126442.ch2	GROWTH.EXPONENTIAL:1
GSM1126442.ch1-vs-GSM1126442.ch2	STRAIN.H37Rv:1
GSM1126442.ch1-vs-GSM1126442.ch2	OD650:0.3
GSM1126442.ch1-vs-GSM1126442.ch2	CYCLOMARIN:0.125uM
GSM1126444.ch1-vs-GSM1126444.ch2	MEDIUM.7H9:1
GSM1126444.ch1-vs-GSM1126444.ch2	GROWTH.EXPONENTIAL:1
GSM1126444.ch1-vs-GSM1126444.ch2	STRAIN.H37Rv:1
GSM1126444.ch1-vs-GSM1126444.ch2	OD650:0.3
GSM1126444.ch1-vs-GSM1126444.ch2	CYCLOMARIN:1.25uM
GSM310421.ch2-vs-GSM310421.ch1	MEDIUM.7H9:1
GSM310421.ch2-vs-GSM310421.ch1	GROWTH.EXPONENTIAL:1
GSM310421.ch2-vs-GSM310421.ch1	STRAIN.H37Rv:1
GSM310421.ch2-vs-GSM310421.ch1	OD540:0.2
GSM310421.ch2-vs-GSM310421.ch1	VANCOMYCIN:400µg/ml
GSM310421.ch2-vs-GSM310421.ch1	VANCOMYCIN.TIME:60min
GSM310420.ch2-vs-GSM310420.ch1	MEDIUM.7H9:1
GSM310420.ch2-vs-GSM310420.ch1	GROWTH.EXPONENTIAL:1
GSM310420.ch2-vs-GSM310420.ch1	STRAIN.H37Rv:1
GSM310420.ch2-vs-GSM310420.ch1	OD540:0.2
GSM310420.ch2-vs-GSM310420.ch1	VANCOMYCIN:400µg/ml
GSM310420.ch2-vs-GSM310420.ch1	VANCOMYCIN.TIME:240min
GSM310422.ch2-vs-GSM310422.ch1	MEDIUM.7H9:1
GSM310422.ch2-vs-GSM310422.ch1	GROWTH.EXPONENTIAL:1
GSM310422.ch2-vs-GSM310422.ch1	STRAIN.H37Rv:1
GSM310422.ch2-vs-GSM310422.ch1	OD540:0.2
GSM310422.ch2-vs-GSM310422.ch1	VANCOMYCIN:400µg/ml
GSM310422.ch2-vs-GSM310422.ch1	VANCOMYCIN.TIME:60min
GSM310395.ch2-vs-GSM310395.ch1	MEDIUM.7H9:1
GSM310395.ch2-vs-GSM310395.ch1	GROWTH.EXPONENTIAL:1
GSM310395.ch2-vs-GSM310395.ch1	STRAIN.H37Rv:1
GSM310395.ch2-vs-GSM310395.ch1	OD540:0.2
GSM310395.ch2-vs-GSM310395.ch1	VANCOMYCIN:400µg/ml
GSM310395.ch2-vs-GSM310395.ch1	VANCOMYCIN.TIME:240min
GSM310427.ch2-vs-GSM310427.ch1	MEDIUM.7H9:1
GSM310427.ch2-vs-GSM310427.ch1	GROWTH.EXPONENTIAL:1
GSM310427.ch2-vs-GSM310427.ch1	STRAIN.H37Rv:1
GSM310427.ch2-vs-GSM310427.ch1	OD540:0.2
GSM310427.ch2-vs-GSM310427.ch1	VANCOMYCIN:5µg/ml
GSM310428.ch2-vs-GSM310428.ch1	MEDIUM.7H9:1
GSM310428.ch2-vs-GSM310428.ch1	GROWTH.EXPONENTIAL:1
GSM310428.ch2-vs-GSM310428.ch1	STRAIN.H37Rv:1
GSM310428.ch2-vs-GSM310428.ch1	OD540:0.2
GSM310428.ch2-vs-GSM310428.ch1	VANCOMYCIN:5µg/ml
GSM310400.ch1-vs-GSM310400.ch2	MEDIUM.7H9:1
GSM310400.ch1-vs-GSM310400.ch2	GROWTH.EXPONENTIAL:1
GSM310400.ch1-vs-GSM310400.ch2	STRAIN.H37Rv:1
GSM310400.ch1-vs-GSM310400.ch2	OD540:0.2
GSM310400.ch1-vs-GSM310400.ch2	VANCOMYCIN:400µg/ml
GSM310400.ch1-vs-GSM310400.ch2	VANCOMYCIN.TIME:240min
GSM310423.ch1-vs-GSM310423.ch2	MEDIUM.7H9:1
GSM310423.ch1-vs-GSM310423.ch2	GROWTH.EXPONENTIAL:1
GSM310423.ch1-vs-GSM310423.ch2	STRAIN.H37Rv:1
GSM310423.ch1-vs-GSM310423.ch2	OD540:0.2
GSM310423.ch1-vs-GSM310423.ch2	VANCOMYCIN:400µg/ml
GSM310423.ch1-vs-GSM310423.ch2	VANCOMYCIN.TIME:60min
GSM310425.ch1-vs-GSM310425.ch2	MEDIUM.7H9:1
GSM310425.ch1-vs-GSM310425.ch2	GROWTH.EXPONENTIAL:1
GSM310425.ch1-vs-GSM310425.ch2	STRAIN.H37Rv:1
GSM310425.ch1-vs-GSM310425.ch2	OD540:0.2
GSM310425.ch1-vs-GSM310425.ch2	VANCOMYCIN:5µg/ml
GSM310403.ch1-vs-GSM310403.ch2	MEDIUM.7H9:1
GSM310403.ch1-vs-GSM310403.ch2	GROWTH.EXPONENTIAL:1
GSM310403.ch1-vs-GSM310403.ch2	STRAIN.H37Rv:1
GSM310403.ch1-vs-GSM310403.ch2	OD540:0.2
GSM310403.ch1-vs-GSM310403.ch2	VANCOMYCIN:400µg/ml
GSM310403.ch1-vs-GSM310403.ch2	VANCOMYCIN.TIME:240min
GSM310426.ch1-vs-GSM310426.ch2	MEDIUM.7H9:1
GSM310426.ch1-vs-GSM310426.ch2	GROWTH.EXPONENTIAL:1
GSM310426.ch1-vs-GSM310426.ch2	STRAIN.H37Rv:1
GSM310426.ch1-vs-GSM310426.ch2	OD540:0.2
GSM310426.ch1-vs-GSM310426.ch2	VANCOMYCIN:5µg/ml
GSM310424.ch1-vs-GSM310424.ch2	MEDIUM.7H9:1
GSM310424.ch1-vs-GSM310424.ch2	GROWTH.EXPONENTIAL:1
GSM310424.ch1-vs-GSM310424.ch2	STRAIN.H37Rv:1
GSM310424.ch1-vs-GSM310424.ch2	OD540:0.2
GSM310424.ch1-vs-GSM310424.ch2	VANCOMYCIN:400µg/ml
GSM310424.ch1-vs-GSM310424.ch2	VANCOMYCIN.TIME:60min
GSM346811.ch1-vs-GSM346811.ch2	PLASMID.pMV261:1
GSM346811.ch1-vs-GSM346811.ch2	STRAIN.TB294:1
GSM346811.ch1-vs-GSM346811.ch2	TEMPERATURE:37°C
GSM346811.ch1-vs-GSM346811.ch2	CO2:5%
GSM346811.ch1-vs-GSM346811.ch2	MEDIUM.RPMI:1
GSM346811.ch1-vs-GSM346811.ch2	MONOCYTE.MonoMac6:1
GSM346811.ch1-vs-GSM346811.ch2	SigA_Rv2703.OVEREXPRESSION:+1
GSM346759.ch1-vs-GSM346759.ch2	PLASMID.pMV261:1
GSM346759.ch1-vs-GSM346759.ch2	STRAIN.TB294:1
GSM346759.ch1-vs-GSM346759.ch2	TEMPERATURE:37°C
GSM346759.ch1-vs-GSM346759.ch2	CO2:5%
GSM346759.ch1-vs-GSM346759.ch2	MEDIUM.RPMI:1
GSM346759.ch1-vs-GSM346759.ch2	MONOCYTE.MonoMac6:1
GSM346759.ch1-vs-GSM346759.ch2	SigA_Rv2703.OVEREXPRESSION:+1
GSM346785.ch2-vs-GSM346785.ch1	PLASMID.pMV261:1
GSM346785.ch2-vs-GSM346785.ch1	STRAIN.TB294:1
GSM346785.ch2-vs-GSM346785.ch1	TEMPERATURE:37°C
GSM346785.ch2-vs-GSM346785.ch1	CO2:5%
GSM346785.ch2-vs-GSM346785.ch1	MEDIUM.RPMI:1
GSM346785.ch2-vs-GSM346785.ch1	MONOCYTE.MonoMac6:1
GSM346785.ch2-vs-GSM346785.ch1	SigA_Rv2703.OVEREXPRESSION:+1
GSM346812.ch2-vs-GSM346812.ch1	PLASMID.pMV261:1
GSM346812.ch2-vs-GSM346812.ch1	STRAIN.TB294:1
GSM346812.ch2-vs-GSM346812.ch1	TEMPERATURE:37°C
GSM346812.ch2-vs-GSM346812.ch1	CO2:5%
GSM346812.ch2-vs-GSM346812.ch1	MEDIUM.RPMI:1
GSM346812.ch2-vs-GSM346812.ch1	MONOCYTE.MonoMac6:1
GSM346812.ch2-vs-GSM346812.ch1	SigA_Rv2703.OVEREXPRESSION:+1
GSM351166.ch2-vs-GSM351166.ch1	POLYSORBATE80:1%
GSM351166.ch2-vs-GSM351166.ch1	MEDIUM.7H9:1
GSM351166.ch2-vs-GSM351166.ch1	GROWTH.EXPONENTIAL:1
GSM351166.ch2-vs-GSM351166.ch1	STRAIN.H37Rv:1
GSM351166.ch2-vs-GSM351166.ch1	CHOLESTEROL:1mg/ml
GSM351166.ch2-vs-GSM351166.ch1	CHOLESTEROL.TIME:1440min
GSM351164.ch2-vs-GSM351164.ch1	POLYSORBATE80:1%
GSM351164.ch2-vs-GSM351164.ch1	MEDIUM.7H9:1
GSM351164.ch2-vs-GSM351164.ch1	GROWTH.EXPONENTIAL:1
GSM351164.ch2-vs-GSM351164.ch1	STRAIN.H37Rv:1
GSM351164.ch2-vs-GSM351164.ch1	CHOLESTEROL:1mg/ml
GSM351164.ch2-vs-GSM351164.ch1	CHOLESTEROL.TIME:180min
GSM351165.ch2-vs-GSM351165.ch1	POLYSORBATE80:1%
GSM351165.ch2-vs-GSM351165.ch1	MEDIUM.7H9:1
GSM351165.ch2-vs-GSM351165.ch1	GROWTH.EXPONENTIAL:1
GSM351165.ch2-vs-GSM351165.ch1	STRAIN.H37Rv:1
GSM351165.ch2-vs-GSM351165.ch1	CHOLESTEROL:1mg/ml
GSM351165.ch2-vs-GSM351165.ch1	CHOLESTEROL.TIME:180min
GSM350580.ch2-vs-GSM350580.ch1	POLYSORBATE80:1%
GSM350580.ch2-vs-GSM350580.ch1	MEDIUM.7H9:1
GSM350580.ch2-vs-GSM350580.ch1	GROWTH.EXPONENTIAL:1
GSM350580.ch2-vs-GSM350580.ch1	STRAIN.H37Rv:1
GSM350580.ch2-vs-GSM350580.ch1	CHOLESTEROL:1mg/ml
GSM350580.ch2-vs-GSM350580.ch1	CHOLESTEROL.TIME:180min
GSM351167.ch2-vs-GSM351167.ch1	POLYSORBATE80:1%
GSM351167.ch2-vs-GSM351167.ch1	MEDIUM.7H9:1
GSM351167.ch2-vs-GSM351167.ch1	GROWTH.EXPONENTIAL:1
GSM351167.ch2-vs-GSM351167.ch1	STRAIN.H37Rv:1
GSM351167.ch2-vs-GSM351167.ch1	CHOLESTEROL:1mg/ml
GSM351167.ch2-vs-GSM351167.ch1	CHOLESTEROL.TIME:1440min
GSM351168.ch2-vs-GSM351168.ch1	POLYSORBATE80:1%
GSM351168.ch2-vs-GSM351168.ch1	MEDIUM.7H9:1
GSM351168.ch2-vs-GSM351168.ch1	GROWTH.EXPONENTIAL:1
GSM351168.ch2-vs-GSM351168.ch1	STRAIN.H37Rv:1
GSM351168.ch2-vs-GSM351168.ch1	CHOLESTEROL:1mg/ml
GSM351168.ch2-vs-GSM351168.ch1	CHOLESTEROL.TIME:1440min
GSM351208.ch2-vs-GSM351208.ch1	POLYSORBATE80:1%
GSM351208.ch2-vs-GSM351208.ch1	MEDIUM.7H9:1
GSM351208.ch2-vs-GSM351208.ch1	GROWTH.EXPONENTIAL:1
GSM351208.ch2-vs-GSM351208.ch1	CHOLESTEROL:1+1mg/ml
GSM351208.ch2-vs-GSM351208.ch1	CHOLESTEROL.TIME:1440+1440min
GSM351208.ch2-vs-GSM351208.ch1	STRAIN.CDC1551:1
GSM351208.ch2-vs-GSM351208.ch1	KstR-Rv3574.DELETION:+1
GSM351195.ch2-vs-GSM351195.ch1	POLYSORBATE80:1%
GSM351195.ch2-vs-GSM351195.ch1	MEDIUM.7H9:1
GSM351195.ch2-vs-GSM351195.ch1	GROWTH.EXPONENTIAL:1
GSM351195.ch2-vs-GSM351195.ch1	STRAIN.CDC1551:1
GSM351195.ch2-vs-GSM351195.ch1	KstR-Rv3574.DELETION:+1
GSM351202.ch2-vs-GSM351202.ch1	POLYSORBATE80:1%
GSM351202.ch2-vs-GSM351202.ch1	MEDIUM.7H9:1
GSM351202.ch2-vs-GSM351202.ch1	GROWTH.EXPONENTIAL:1
GSM351202.ch2-vs-GSM351202.ch1	STRAIN.CDC1551:1
GSM351202.ch2-vs-GSM351202.ch1	KstR-Rv3574.DELETION:+1
GSM351193.ch2-vs-GSM351193.ch1	POLYSORBATE80:1%
GSM351193.ch2-vs-GSM351193.ch1	MEDIUM.7H9:1
GSM351193.ch2-vs-GSM351193.ch1	GROWTH.EXPONENTIAL:1
GSM351193.ch2-vs-GSM351193.ch1	STRAIN.CDC1551:1
GSM351193.ch2-vs-GSM351193.ch1	KstR-Rv3574.DELETION:+1
GSM351277.ch2-vs-GSM351277.ch1	POLYSORBATE80:1%
GSM351277.ch2-vs-GSM351277.ch1	MEDIUM.7H9:1
GSM351277.ch2-vs-GSM351277.ch1	GROWTH.EXPONENTIAL:1
GSM351277.ch2-vs-GSM351277.ch1	CHOLESTEROL:1+1mg/ml
GSM351277.ch2-vs-GSM351277.ch1	CHOLESTEROL.TIME:1440+1440min
GSM351277.ch2-vs-GSM351277.ch1	STRAIN.CDC1551:1
GSM351277.ch2-vs-GSM351277.ch1	KstR-Rv3574.DELETION:+1
GSM351278.ch2-vs-GSM351278.ch1	POLYSORBATE80:1%
GSM351278.ch2-vs-GSM351278.ch1	MEDIUM.7H9:1
GSM351278.ch2-vs-GSM351278.ch1	GROWTH.EXPONENTIAL:1
GSM351278.ch2-vs-GSM351278.ch1	CHOLESTEROL:1+1mg/ml
GSM351278.ch2-vs-GSM351278.ch1	CHOLESTEROL.TIME:1440+1440min
GSM351278.ch2-vs-GSM351278.ch1	STRAIN.CDC1551:1
GSM351278.ch2-vs-GSM351278.ch1	KstR-Rv3574.DELETION:+1
GSM751088.ch1-vs-GSM751088.ch2	MEDIUM.7H9:1
GSM751088.ch1-vs-GSM751088.ch2	PLASMID.pMYT769:1
GSM751088.ch1-vs-GSM751088.ch2	STRAIN.H37Rv:1
GSM751088.ch1-vs-GSM751088.ch2	TEMPERATURE:37°C
GSM751088.ch1-vs-GSM751088.ch2	PRISTINAMYCIN:1mg/ml
GSM751088.ch1-vs-GSM751088.ch2	whiB5_Rv0022c.OVEREXPRESSION:+1
GSM751089.ch1-vs-GSM751089.ch2	MEDIUM.7H9:1
GSM751089.ch1-vs-GSM751089.ch2	PLASMID.pMYT769:1
GSM751089.ch1-vs-GSM751089.ch2	STRAIN.H37Rv:1
GSM751089.ch1-vs-GSM751089.ch2	TEMPERATURE:37°C
GSM751089.ch1-vs-GSM751089.ch2	PRISTINAMYCIN:1mg/ml
GSM751089.ch1-vs-GSM751089.ch2	whiB5_Rv0022c.OVEREXPRESSION:+1
GSM751087.ch1-vs-GSM751087.ch2	MEDIUM.7H9:1
GSM751087.ch1-vs-GSM751087.ch2	PLASMID.pMYT769:1
GSM751087.ch1-vs-GSM751087.ch2	STRAIN.H37Rv:1
GSM751087.ch1-vs-GSM751087.ch2	TEMPERATURE:37°C
GSM751087.ch1-vs-GSM751087.ch2	PRISTINAMYCIN:1mg/ml
GSM751087.ch1-vs-GSM751087.ch2	whiB5_Rv0022c.OVEREXPRESSION:+1
GSM751086.ch1-vs-GSM751086.ch2	MEDIUM.7H9:1
GSM751086.ch1-vs-GSM751086.ch2	PLASMID.pMYT769:1
GSM751086.ch1-vs-GSM751086.ch2	STRAIN.H37Rv:1
GSM751086.ch1-vs-GSM751086.ch2	TEMPERATURE:37°C
GSM751086.ch1-vs-GSM751086.ch2	PRISTINAMYCIN:1mg/ml
GSM751086.ch1-vs-GSM751086.ch2	whiB5_Rv0022c.OVEREXPRESSION:+1
GSM751090.ch1-vs-GSM751090.ch2	MEDIUM.7H9:1
GSM751090.ch1-vs-GSM751090.ch2	PLASMID.pMYT769:1
GSM751090.ch1-vs-GSM751090.ch2	STRAIN.H37Rv:1
GSM751090.ch1-vs-GSM751090.ch2	TEMPERATURE:37°C
GSM751090.ch1-vs-GSM751090.ch2	PRISTINAMYCIN:1mg/ml
GSM751090.ch1-vs-GSM751090.ch2	whiB5_Rv0022c.OVEREXPRESSION:+1
GSM751091.ch1-vs-GSM751091.ch2	MEDIUM.7H9:1
GSM751091.ch1-vs-GSM751091.ch2	PLASMID.pMYT769:1
GSM751091.ch1-vs-GSM751091.ch2	STRAIN.H37Rv:1
GSM751091.ch1-vs-GSM751091.ch2	TEMPERATURE:37°C
GSM751091.ch1-vs-GSM751091.ch2	PRISTINAMYCIN:1mg/ml
GSM751091.ch1-vs-GSM751091.ch2	whiB5_Rv0022c.OVEREXPRESSION:+1
GSM751092.ch1-vs-GSM751092.ch2	MEDIUM.7H9:1
GSM751092.ch1-vs-GSM751092.ch2	PLASMID.pMYT769:1
GSM751092.ch1-vs-GSM751092.ch2	STRAIN.H37Rv:1
GSM751092.ch1-vs-GSM751092.ch2	TEMPERATURE:37°C
GSM751092.ch1-vs-GSM751092.ch2	PRISTINAMYCIN:1mg/ml
GSM751092.ch1-vs-GSM751092.ch2	whiB5_Rv0022c.OVEREXPRESSION:+1
GSM751093.ch1-vs-GSM751093.ch2	MEDIUM.7H9:1
GSM751093.ch1-vs-GSM751093.ch2	PLASMID.pMYT769:1
GSM751093.ch1-vs-GSM751093.ch2	STRAIN.H37Rv:1
GSM751093.ch1-vs-GSM751093.ch2	TEMPERATURE:37°C
GSM751093.ch1-vs-GSM751093.ch2	PRISTINAMYCIN:1mg/ml
GSM751093.ch1-vs-GSM751093.ch2	whiB5_Rv0022c.OVEREXPRESSION:+1
GSM1004778.ch1-vs-GSM1004775.ch1	MEDIUM.7H9:1
GSM1004778.ch1-vs-GSM1004775.ch1	GROWTH.EXPONENTIAL:1
GSM1004778.ch1-vs-GSM1004775.ch1	STRAIN.H37Rv:1
GSM1004778.ch1-vs-GSM1004775.ch1	OD600:0.3
GSM1004777.ch1-vs-GSM1004775.ch1	MEDIUM.7H9:1
GSM1004777.ch1-vs-GSM1004775.ch1	GROWTH.EXPONENTIAL:1
GSM1004777.ch1-vs-GSM1004775.ch1	STRAIN.H37Rv:1
GSM1004777.ch1-vs-GSM1004775.ch1	OD600:0.3
GSM1004777.ch1-vs-GSM1004775.ch1	TIME:1440min
GSM1004777.ch1-vs-GSM1004775.ch1	WR99210:100µM
GSM1004777.ch1-vs-GSM1004775.ch1	WR99210.TIME:1440min
GSM1004781.ch1-vs-GSM1004775.ch1	MEDIUM.7H9:1
GSM1004781.ch1-vs-GSM1004775.ch1	GROWTH.EXPONENTIAL:1
GSM1004781.ch1-vs-GSM1004775.ch1	STRAIN.H37Rv:1
GSM1004781.ch1-vs-GSM1004775.ch1	OD600:0.3
GSM1004779.ch1-vs-GSM1004775.ch1	MEDIUM.7H9:1
GSM1004779.ch1-vs-GSM1004775.ch1	GROWTH.EXPONENTIAL:1
GSM1004779.ch1-vs-GSM1004775.ch1	STRAIN.H37Rv:1
GSM1004779.ch1-vs-GSM1004775.ch1	OD600:0.3
GSM1004779.ch1-vs-GSM1004775.ch1	TIME:240min
GSM1004779.ch1-vs-GSM1004775.ch1	WR99210:100µM
GSM1004779.ch1-vs-GSM1004775.ch1	WR99210.TIME:240min
GSM1004780.ch1-vs-GSM1004775.ch1	MEDIUM.7H9:1
GSM1004780.ch1-vs-GSM1004775.ch1	GROWTH.EXPONENTIAL:1
GSM1004780.ch1-vs-GSM1004775.ch1	STRAIN.H37Rv:1
GSM1004780.ch1-vs-GSM1004775.ch1	OD600:0.3
GSM1004780.ch1-vs-GSM1004775.ch1	TIME:1440min
GSM1004780.ch1-vs-GSM1004775.ch1	WR99210:100µM
GSM1004780.ch1-vs-GSM1004775.ch1	WR99210.TIME:1440min
GSM1004776.ch1-vs-GSM1004775.ch1	MEDIUM.7H9:1
GSM1004776.ch1-vs-GSM1004775.ch1	GROWTH.EXPONENTIAL:1
GSM1004776.ch1-vs-GSM1004775.ch1	STRAIN.H37Rv:1
GSM1004776.ch1-vs-GSM1004775.ch1	OD600:0.3
GSM1004776.ch1-vs-GSM1004775.ch1	TIME:240min
GSM1004776.ch1-vs-GSM1004775.ch1	WR99210:100µM
GSM1004776.ch1-vs-GSM1004775.ch1	WR99210.TIME:240min
GSM1004782.ch1-vs-GSM1004775.ch1	MEDIUM.7H9:1
GSM1004782.ch1-vs-GSM1004775.ch1	GROWTH.EXPONENTIAL:1
GSM1004782.ch1-vs-GSM1004775.ch1	STRAIN.H37Rv:1
GSM1004782.ch1-vs-GSM1004775.ch1	OD600:0.3
GSM1004782.ch1-vs-GSM1004775.ch1	TIME:240min
GSM1004782.ch1-vs-GSM1004775.ch1	WR99210:100µM
GSM1004782.ch1-vs-GSM1004775.ch1	WR99210.TIME:240min
GSM1004783.ch1-vs-GSM1004775.ch1	MEDIUM.7H9:1
GSM1004783.ch1-vs-GSM1004775.ch1	GROWTH.EXPONENTIAL:1
GSM1004783.ch1-vs-GSM1004775.ch1	STRAIN.H37Rv:1
GSM1004783.ch1-vs-GSM1004775.ch1	OD600:0.3
GSM1004783.ch1-vs-GSM1004775.ch1	TIME:1440min
GSM1004783.ch1-vs-GSM1004775.ch1	WR99210:100µM
GSM1004783.ch1-vs-GSM1004775.ch1	WR99210.TIME:1440min
GSM1206657.ch2-vs-GSM1206657.ch1	GROWTH.EXPONENTIAL:1
GSM1206657.ch2-vs-GSM1206657.ch1	STRAIN.H37Rv:1
GSM1206657.ch2-vs-GSM1206657.ch1	BLOOD.HIV+:+1
GSM1206659.ch2-vs-GSM1206659.ch1	GROWTH.EXPONENTIAL:1
GSM1206659.ch2-vs-GSM1206659.ch1	STRAIN.H37Rv:1
GSM1206659.ch2-vs-GSM1206659.ch1	BLOOD.HIV+:+1
GSM1206655.ch2-vs-GSM1206655.ch1	GROWTH.EXPONENTIAL:1
GSM1206655.ch2-vs-GSM1206655.ch1	STRAIN.H37Rv:1
GSM1206655.ch2-vs-GSM1206655.ch1	BLOOD.HIV+:+1
GSM1206661.ch2-vs-GSM1206661.ch1	GROWTH.EXPONENTIAL:1
GSM1206661.ch2-vs-GSM1206661.ch1	STRAIN.H37Rv:1
GSM1206661.ch2-vs-GSM1206661.ch1	BLOOD.HIV+:+1
GSM1206663.ch2-vs-GSM1206663.ch1	GROWTH.EXPONENTIAL:1
GSM1206663.ch2-vs-GSM1206663.ch1	STRAIN.H37Rv:1
GSM1206663.ch2-vs-GSM1206663.ch1	BLOOD.HIV+:+1
GSM1206665.ch2-vs-GSM1206665.ch1	GROWTH.EXPONENTIAL:1
GSM1206665.ch2-vs-GSM1206665.ch1	STRAIN.H37Rv:1
GSM1206665.ch2-vs-GSM1206665.ch1	BLOOD.HIV+:+1
GSM1206667.ch2-vs-GSM1206667.ch1	GROWTH.EXPONENTIAL:1
GSM1206667.ch2-vs-GSM1206667.ch1	STRAIN.H37Rv:1
GSM1206667.ch2-vs-GSM1206667.ch1	BLOOD.HIV-:+1
GSM1206669.ch2-vs-GSM1206669.ch1	GROWTH.EXPONENTIAL:1
GSM1206669.ch2-vs-GSM1206669.ch1	STRAIN.H37Rv:1
GSM1206669.ch2-vs-GSM1206669.ch1	BLOOD.HIV-:+1
GSM1206671.ch2-vs-GSM1206671.ch1	GROWTH.EXPONENTIAL:1
GSM1206671.ch2-vs-GSM1206671.ch1	STRAIN.H37Rv:1
GSM1206671.ch2-vs-GSM1206671.ch1	BLOOD.HIV-:+1
GSM1206675.ch2-vs-GSM1206675.ch1	GROWTH.EXPONENTIAL:1
GSM1206675.ch2-vs-GSM1206675.ch1	STRAIN.H37Rv:1
GSM1206675.ch2-vs-GSM1206675.ch1	BLOOD.HIV-:+1
GSM1206677.ch2-vs-GSM1206677.ch1	GROWTH.EXPONENTIAL:1
GSM1206677.ch2-vs-GSM1206677.ch1	STRAIN.H37Rv:1
GSM1206677.ch2-vs-GSM1206677.ch1	BLOOD.HIV-:+1
GSM1206673.ch2-vs-GSM1206673.ch1	GROWTH.EXPONENTIAL:1
GSM1206673.ch2-vs-GSM1206673.ch1	STRAIN.H37Rv:1
GSM1206673.ch2-vs-GSM1206673.ch1	BLOOD.HIV-:+1
GSM1206656.ch1-vs-GSM1206656.ch2	GROWTH.EXPONENTIAL:1
GSM1206656.ch1-vs-GSM1206656.ch2	STRAIN.H37Rv:1
GSM1206656.ch1-vs-GSM1206656.ch2	BLOOD.HIV+:+1
GSM1206658.ch1-vs-GSM1206658.ch2	GROWTH.EXPONENTIAL:1
GSM1206658.ch1-vs-GSM1206658.ch2	STRAIN.H37Rv:1
GSM1206658.ch1-vs-GSM1206658.ch2	BLOOD.HIV+:+1
GSM1206662.ch1-vs-GSM1206662.ch2	GROWTH.EXPONENTIAL:1
GSM1206662.ch1-vs-GSM1206662.ch2	STRAIN.H37Rv:1
GSM1206662.ch1-vs-GSM1206662.ch2	BLOOD.HIV+:+1
GSM1206660.ch1-vs-GSM1206660.ch2	GROWTH.EXPONENTIAL:1
GSM1206660.ch1-vs-GSM1206660.ch2	STRAIN.H37Rv:1
GSM1206660.ch1-vs-GSM1206660.ch2	BLOOD.HIV+:+1
GSM1206664.ch1-vs-GSM1206664.ch2	GROWTH.EXPONENTIAL:1
GSM1206664.ch1-vs-GSM1206664.ch2	STRAIN.H37Rv:1
GSM1206664.ch1-vs-GSM1206664.ch2	BLOOD.HIV+:+1
GSM1206668.ch1-vs-GSM1206668.ch2	GROWTH.EXPONENTIAL:1
GSM1206668.ch1-vs-GSM1206668.ch2	STRAIN.H37Rv:1
GSM1206668.ch1-vs-GSM1206668.ch2	BLOOD.HIV-:+1
GSM1206672.ch1-vs-GSM1206672.ch2	GROWTH.EXPONENTIAL:1
GSM1206672.ch1-vs-GSM1206672.ch2	STRAIN.H37Rv:1
GSM1206672.ch1-vs-GSM1206672.ch2	BLOOD.HIV-:+1
GSM1206666.ch1-vs-GSM1206666.ch2	GROWTH.EXPONENTIAL:1
GSM1206666.ch1-vs-GSM1206666.ch2	STRAIN.H37Rv:1
GSM1206666.ch1-vs-GSM1206666.ch2	BLOOD.HIV+:+1
GSM1206670.ch1-vs-GSM1206670.ch2	GROWTH.EXPONENTIAL:1
GSM1206670.ch1-vs-GSM1206670.ch2	STRAIN.H37Rv:1
GSM1206670.ch1-vs-GSM1206670.ch2	BLOOD.HIV-:+1
GSM1206674.ch1-vs-GSM1206674.ch2	GROWTH.EXPONENTIAL:1
GSM1206674.ch1-vs-GSM1206674.ch2	STRAIN.H37Rv:1
GSM1206674.ch1-vs-GSM1206674.ch2	BLOOD.HIV-:+1
GSM1206676.ch1-vs-GSM1206676.ch2	GROWTH.EXPONENTIAL:1
GSM1206676.ch1-vs-GSM1206676.ch2	STRAIN.H37Rv:1
GSM1206676.ch1-vs-GSM1206676.ch2	BLOOD.HIV-:+1
GSM1206678.ch1-vs-GSM1206678.ch2	GROWTH.EXPONENTIAL:1
GSM1206678.ch1-vs-GSM1206678.ch2	STRAIN.H37Rv:1
GSM1206678.ch1-vs-GSM1206678.ch2	BLOOD.HIV-:+1
GSM1349754.ch1-vs-GSM1349744.ch1	MEDIUM.7H9:1
GSM1349754.ch1-vs-GSM1349744.ch1	STRAIN.H37Rv:1
GSM1349754.ch1-vs-GSM1349744.ch1	WR99210:30µM
GSM1349754.ch1-vs-GSM1349744.ch1	WR99210.TIME:1440min
GSM1349753.ch1-vs-GSM1349744.ch1	MEDIUM.7H9:1
GSM1349753.ch1-vs-GSM1349744.ch1	STRAIN.H37Rv:1
GSM1349753.ch1-vs-GSM1349744.ch1	WR99210:30µM
